id,green1,green2,green3,green4,green5,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,intel1,intel2,intel3,intel4,intel5,intel6,intel7,intel8,intel9,intel10,open1,open2,open3,open4,open5,open6,open7,open8,open9,open10,student
3210,3,3,3,3,3,5,3,4,4,3,5,5,4,5,4,3,4,4,3,4,4,5,3,4,4,4,2,5,3,4,3,3,3,4,3,1
2896,4,2,4,3,4,4,4,4,4,4,2,2,2,2,2,4,4,3,4,4,4,2,2,4,2,5,5,4,4,4,4,2,2,2,2,2
4207,3,2,5,2,2,4,4,5,4,4,2,2,2,2,2,4,4,4,4,4,4,4,5,4,2,5,2,2,4,2,2,4,2,2,4,2
6391,2,4,3,2,2,3,4,4,2,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,3,5,4,3,3,3,2,5,1,1,3,1
4597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7185,2,4,3,3,1,3,3,2,3,3,4,2,3,3,2,4,4,4,4,5,4,2,2,2,1,2,2,4,5,2,2,4,5,3,4,1
5569,4,4,4,4,2,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,4,5,4,4,4,4,2,2,2,2,2
1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,4,4,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3569,4,2,4,4,4,5,4,5,4,4,2,2,1,2,1,4,4,4,2,4,2,4,3,2,2,5,5,4,4,4,5,2,1,1,2,1
3611,2,3,3,2,2,4,4,4,4,4,3,2,2,2,1,3,2,2,4,2,4,2,2,3,3,4,5,4,5,3,4,3,2,1,2,2
8925,4,4,3,2,2,4,4,4,4,4,2,3,2,2,2,4,4,4,4,4,4,2,2,2,2,4,4,4,3,4,3,2,3,2,2,1
6881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,3,4,4,2,2,4,4,4,5,4,2,4,2,2,1,4,4,4,4,4,4,4,2,2,2,4,2,4,1,4,4,5,2,1,5,2
3339,4,3,4,3,2,4,4,4,4,3,2,3,3,2,2,4,4,4,4,3,4,2,4,3,2,5,3,4,5,4,3,5,2,2,2,1
4194,4,2,3,3,3,4,4,4,4,4,3,3,2,2,2,4,2,2,3,4,3,2,1,3,3,4,4,3,3,4,3,3,3,3,3,1
5526,3,2,4,4,2,,4,4,,,,,,,,4,,,,4,,,2,,,,,,,,,,,5,,
9879,2,5,3,1,2,5,4,5,4,5,5,4,2,3,2,4,2,4,5,4,4,2,1,1,2,4,5,5,4,5,5,5,2,1,1,1
7122,3,4,3,3,2,4,4,4,3,4,4,3,2,2,2,3,2,2,3,3,4,3,3,4,2,4,2,2,2,3,2,4,2,3,2,2
7081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,4,2,4,3,4,4,5,4,5,5,1,2,2,2,2,4,5,5,4,5,4,2,2,2,1,5,4,5,4,5,4,2,2,2,2,2
3867,3,4,2,2,1,5,5,5,5,4,2,1,1,2,2,3,4,1,4,2,4,1,1,3,4,5,5,4,5,5,5,2,2,1,1,2
3341,5,2,5,5,5,4,4,4,4,4,2,2,4,2,2,2,4,4,5,4,4,2,1,2,2,5,4,4,4,5,5,2,2,1,2,2
7743,4,3,4,3,3,4,4,4,3,4,3,2,3,2,2,3,3,3,2,3,3,2,3,4,4,4,4,4,4,4,4,2,3,4,4,2
4921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,1,5,3,1,1,3,3,4,4,4,3,2,3,2,2,4,4,4,4,4,4,2,2,2,1,4,4,3,3,3,4,4,3,4,3,1
7212,3,3,3,2,2,2,4,4,4,4,2,2,3,2,2,4,4,3,4,4,4,3,2,3,4,4,2,4,2,2,4,4,2,2,4,
1328,4,2,4,4,4,5,4,4,4,5,1,2,1,1,1,4,4,4,4,4,4,2,2,2,2,5,4,4,4,5,4,2,2,2,1,1
4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6285,4,4,4,4,4,,3,4,,,4,,,,,3,,,,3,,,4,,,3,4,,,,,,,4,,
2862,3,3,4,4,3,4,4,4,4,4,2,2,2,2,2,4,3,3,3,4,4,3,3,4,3,3,3,3,4,4,4,4,2,4,4,2
8679,2,4,1,1,2,4,4,5,4,4,2,3,2,2,2,2,2,4,3,4,2,2,2,4,4,2,4,4,4,4,3,4,2,2,4,2
3410,3,3,4,4,3,4,4,4,4,4,2,2,2,2,2,4,4,2,4,4,3,4,2,4,2,4,3,2,4,4,4,3,4,4,4,2
3558,4,2,5,5,4,4,5,5,4,5,1,2,2,2,2,5,4,4,3,5,4,2,2,2,2,5,4,4,4,4,4,2,2,2,2,1
8028,5,4,4,4,5,5,5,5,5,4,1,1,1,1,2,5,5,5,4,5,5,1,1,2,1,5,5,5,5,4,4,2,2,2,1,2
4254,3,4,4,4,3,2,4,4,3,3,3,4,3,4,4,4,3,3,4,3,4,4,4,3,3,3,3,4,4,4,4,3,4,3,3,2
2418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7660,4,4,4,3,4,4,3,3,4,4,4,2,1,3,4,4,4,3,3,3,4,3,4,3,3,4,4,4,4,4,3,4,4,4,4,2
5133,3,4,4,3,3,3,4,4,4,3,2,2,2,2,2,3,3,4,3,3,2,1,2,4,2,4,4,2,5,4,3,4,4,2,3,1
8285,4,3,4,2,1,2,4,4,4,4,4,4,5,4,2,4,4,2,2,5,4,4,2,5,4,2,4,2,4,2,2,2,2,4,2,1
7158,2,2,4,5,4,4,3,4,4,4,4,4,4,4,2,3,4,4,2,4,4,4,4,4,2,5,4,4,4,4,4,4,2,4,4,2
4116,4,4,4,4,3,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,2,4,2,2,4,4,4,3,4,4,4,3,2,2,2
8059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,4,4,4,2,2,4,5,5,5,4,2,1,2,1,2,1,4,1,4,2,4,4,4,4,4,4,4,4,4,2,1,3,2,2,4,2
8654,3,2,4,4,4,2,3,4,4,4,4,4,3,4,4,2,2,4,3,2,4,2,2,3,4,2,4,4,3,4,4,4,4,4,2,1
0867,3,3,3,3,3,4,3,5,3,3,3,3,3,3,1,3,2,3,2,3,3,3,3,4,4,4,4,5,5,4,3,2,3,4,3,1
4118,2,4,2,3,2,4,4,4,4,5,2,2,3,2,2,4,4,4,4,4,4,2,2,4,4,4,3,4,3,3,4,4,3,2,5,1
4397,4,2,4,4,5,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,5,4,4,5,4,4,2,2,2,2,2
0642,4,2,2,2,2,3,4,4,2,4,2,4,2,2,2,4,2,4,4,4,2,2,2,4,2,4,4,4,4,2,4,4,2,1,2,2
8868,5,3,4,4,5,4,4,4,2,5,3,4,2,2,2,4,2,4,2,2,2,2,2,4,2,4,5,4,4,4,4,2,2,4,2,2
4155,3,4,3,4,4,3,4,4,3,3,4,3,4,4,3,3,3,3,2,3,4,2,3,3,4,3,3,3,3,4,3,4,3,3,3,1
7173,4,3,5,4,4,4,4,5,4,4,1,2,2,2,1,4,4,4,4,4,3,4,1,1,2,5,5,5,5,3,5,2,2,2,2,1
1506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,2,4,3,2,2,4,4,4,4,4,2,4,2,2,2,3,3,2,2,4,3,2,3,3,2,4,2,4,4,3,3,4,2,2,4,1
9227,4,2,5,4,3,2,4,4,4,3,3,4,4,2,2,4,4,3,3,4,4,3,4,4,2,4,3,4,3,4,3,3,3,3,4,2
8858,4,4,3,2,2,4,5,5,4,4,2,2,2,2,2,4,4,4,4,4,3,2,4,4,4,5,4,4,5,4,5,4,3,5,4,2
4191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7586,3,3,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6165,4,3,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5740,3,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6591,3,4,5,3,3,5,5,5,5,5,1,2,2,2,1,4,3,5,3,4,4,4,2,2,3,4,3,5,1,4,3,5,3,4,5,2
7648,4,3,5,3,2,4,4,5,5,4,2,2,2,2,2,4,4,2,4,4,3,2,2,1,2,5,5,4,1,3,3,1,2,2,2,2
7076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9073,5,2,4,4,1,5,5,5,5,5,1,1,1,1,1,4,5,5,2,5,4,2,2,3,2,4,4,4,4,5,2,2,2,5,4,2
5409,4,2,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0800,3,4,3,4,2,5,5,5,5,4,1,1,1,2,1,3,4,4,3,3,2,3,1,2,4,4,4,5,5,5,4,1,1,2,1,2
2899,5,1,5,4,5,5,2,5,4,5,1,1,1,1,1,5,5,4,3,4,4,1,1,1,2,5,5,4,5,5,5,4,2,4,1,2
4139,4,2,4,3,3,4,4,5,4,4,2,2,2,2,2,4,4,4,2,4,2,2,3,3,3,4,4,4,4,3,3,4,2,2,3,2
9137,4,1,5,5,4,5,5,5,5,5,1,1,1,1,1,4,5,5,4,3,4,1,1,1,1,5,5,5,5,4,5,2,1,1,1,2
6335,4,4,4,3,3,4,4,4,4,4,2,4,4,2,2,4,4,4,3,4,4,2,1,3,3,4,4,4,3,4,5,2,3,4,4,1
9825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4863,5,2,3,4,4,5,5,5,4,5,1,1,1,1,1,4,4,5,4,4,4,2,1,1,3,4,5,4,5,4,5,3,2,2,2,2
2555,5,2,5,5,5,5,4,4,4,5,3,2,1,2,1,5,4,4,5,5,4,1,2,2,2,5,5,4,4,5,5,2,1,1,2,2
6881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2507,4,2,3,3,3,4,4,5,4,4,2,1,1,2,1,3,4,4,3,4,4,2,2,1,4,4,4,4,4,4,4,4,2,3,2,2
6000,3,4,2,2,2,5,5,5,5,5,1,2,1,1,1,4,4,4,4,5,4,2,2,4,2,2,4,3,5,2,2,5,4,4,5,2
7523,4,1,4,2,2,5,5,5,5,5,1,1,1,1,1,4,5,5,5,4,4,1,1,1,2,5,5,5,5,5,5,3,1,1,1,1
7367,4,3,4,3,2,3,4,4,4,4,2,2,2,2,2,4,4,-99,4,4,3,2,2,2,2,4,4,4,3,4,2,2,2,3,3,2
7520,2,4,5,3,1,4,5,5,5,5,1,2,1,2,2,4,4,4,3,4,3,2,2,2,2,4,3,4,4,2,2,2,2,2,4,2
3778,4,3,5,5,3,4,4,4,4,4,2,2,2,2,1,3,2,5,3,3,4,2,2,1,4,5,4,5,3,5,4,3,1,1,3,1
8060,4,1,5,5,4,5,4,4,4,2,2,2,2,2,4,4,4,4,2,4,4,2,2,2,2,5,5,4,4,5,4,2,2,3,2,2
4021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,4,4,2,2,1,5,4,5,4,4,2,2,2,2,1,4,4,4,2,3,2,2,4,1,2,4,2,4,4,5,2,4,5,2,5,2
2920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,3,4,4,4,2,4,4,5,4,4,2,4,2,2,2,4,4,4,1,3,2,4,3,4,2,5,5,4,5,3,4,4,4,2,2,2
8366,2,4,4,3,1,4,4,5,5,5,2,1,1,1,1,4,4,3,3,4,4,2,3,4,2,4,1,4,2,3,2,3,4,5,5,2
3222,4,4,5,4,2,5,4,5,4,4,1,1,2,1,2,4,4,4,2,4,4,2,2,4,2,5,4,4,5,4,4,2,2,2,4,2
1540,4,2,5,5,3,4,5,5,4,4,2,2,2,2,1,4,4,5,4,4,4,2,1,2,2,5,5,4,5,4,4,2,3,3,1,2
2315,3,3,3,2,2,4,4,5,5,4,1,2,1,2,1,2,3,2,2,2,2,4,2,4,3,4,4,4,4,3,3,2,3,4,2,2
9734,4,3,5,4,4,4,3,5,3,5,2,4,4,2,3,4,4,3,3,4,3,4,4,3,3,5,5,3,5,4,4,1,3,2,3,2
2989,4,3,4,3,3,4,4,4,4,4,2,2,2,2,2,3,2,3,3,3,3,4,5,4,3,4,3,3,4,3,4,4,1,2,4,2
0109,3,3,4,4,4,4,4,4,4,5,2,1,2,2,1,5,5,5,4,4,4,2,2,2,3,4,3,4,4,5,3,3,4,4,3,1
2206,4,2,5,3,2,5,5,5,5,5,1,2,1,1,2,5,5,5,5,5,5,1,1,1,2,5,4,4,5,5,4,2,2,2,1,2
5039,1,5,4,1,1,4,3,4,3,3,3,2,4,1,1,3,5,3,3,1,1,3,5,5,5,4,4,5,4,3,4,3,4,4,4,2
5250,3,4,4,3,2,3,2,2,2,2,4,3,4,3,4,4,4,3,4,5,4,3,1,3,2,2,2,3,4,4,2,-99,4,2,4,2
8902,5,2,5,4,4,4,5,5,5,5,1,1,1,1,1,5,5,5,4,4,4,2,4,2,2,5,5,5,4,4,2,2,2,1,2,2
4345,4,3,4,4,1,4,4,4,4,4,2,3,4,2,5,4,4,2,3,4,5,2,3,5,4,4,4,4,5,5,5,4,4,4,3,2
0504,5,2,4,4,5,3,4,4,2,3,3,2,2,4,2,4,4,3,4,2,4,3,4,2,2,3,3,4,4,3,3,2,3,4,3,1
6618,5,2,4,4,5,5,4,5,5,5,1,2,4,2,2,5,4,5,4,4,4,5,1,1,2,5,5,5,5,5,5,1,2,4,1,2
3543,3,4,4,4,4,5,5,5,5,3,1,5,1,1,1,4,5,1,5,4,5,2,2,5,4,5,1,5,4,5,5,5,5,5,3,2
1147,2,4,3,2,2,4,3,3,3,2,3,3,3,2,2,4,4,3,3,4,3,2,2,3,2,5,4,4,5,4,4,5,4,5,4,2
3972,4,2,4,4,4,4,4,4,4,,3,2,,,,4,,4,,4,,2,4,,,4,3,,2,,4,3,2,2,,
5571,4,3,3,3,3,4,4,4,4,4,1,1,1,2,2,3,4,4,4,4,4,2,2,1,3,4,4,4,2,3,4,2,2,3,2,2
9839,1,1,1,1,1,4,1,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,1,1,1,2
1927,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4906,2,4,3,2,3,4,4,4,4,4,2,2,2,2,2,3,4,3,4,4,4,3,4,4,2,3,4,2,4,4,4,3,4,4,3,2
5718,4,2,4,4,3,4,4,4,4,5,2,2,2,2,2,4,4,4,5,4,4,2,1,2,2,5,2,4,4,4,2,2,1,2,2,1
4994,4,2,4,3,2,4,4,4,4,4,2,2,2,2,2,4,4,4,3,4,4,2,2,2,2,4,4,4,4,4,4,4,2,4,2,2
5171,3,4,4,2,2,5,5,5,5,5,1,1,1,1,1,4,4,2,4,3,4,2,2,3,2,4,5,4,5,4,5,1,2,2,1,2
4163,3,4,5,3,3,4,4,4,5,4,1,1,1,2,2,4,4,4,3,4,3,2,1,4,2,5,5,4,5,5,4,2,1,2,2,2
3297,4,2,5,3,4,4,5,5,5,5,1,1,1,2,1,4,4,3,4,4,3,2,2,1,3,5,5,4,5,4,5,1,2,2,2,2
3022,4,2,5,4,2,4,4,4,4,4,2,2,2,2,2,4,4,4,-99,4,4,2,2,3,1,4,4,4,5,4,4,3,4,4,3,1
2446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4180,3,2,4,4,3,4,4,4,4,4,2,2,2,2,2,4,4,4,3,3,4,2,2,2,2,4,4,4,5,4,4,2,3,2,2,2
3907,2,4,3,1,1,3,-99,2,4,2,2,3,4,4,1,3,3,3,3,3,3,4,1,2,2,3,2,2,2,4,4,2,4,3,2,2
1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9477,2,4,3,3,2,4,4,4,4,4,2,2,2,2,2,3,3,3,4,3,4,3,2,3,3,4,3,4,4,4,4,2,2,2,3,2
1995,3,2,2,2,2,4,4,4,2,4,2,3,3,4,3,4,4,4,4,4,4,2,3,2,2,3,3,3,4,3,4,3,4,5,3,2
9083,4,3,2,3,2,4,4,4,5,4,2,2,2,2,2,2,4,4,4,4,2,2,1,1,3,5,4,4,2,4,4,2,4,4,5,
4825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6192,4,4,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6957,5,2,2,3,3,4,4,5,5,4,1,2,3,2,1,3,4,4,4,4,4,2,2,2,2,4,4,5,2,4,2,1,4,4,4,1
6487,4,2,4,4,3,4,4,4,4,4,2,2,2,2,2,4,4,4,4,3,3,2,1,5,3,5,5,4,5,5,5,1,2,2,1,2
6285,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,3,4,3,2,3,1,2,3,3,2,4,2,2,4,2
0804,3,3,4,3,2,4,4,4,4,3,2,3,3,2,2,4,4,2,2,4,4,2,3,4,2,-99,4,4,2,4,5,2,2,2,2,2
8018,4,2,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6061,3,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780,4,2,5,4,3,4,5,4,4,4,2,2,2,2,2,4,4,4,4,4,4,2,2,2,2,5,4,4,4,4,3,2,2,2,2,2
9725,3,4,4,3,3,5,5,5,5,5,2,1,1,1,1,5,4,5,4,5,4,5,4,5,4,5,4,5,5,5,5,3,2,2,3,2
5505,2,4,4,3,2,4,4,5,4,4,2,2,2,2,1,2,2,2,2,3,2,2,2,4,4,5,5,4,3,4,4,2,2,2,2,2
9232,4,3,3,4,1,5,4,5,4,4,2,2,2,2,1,3,3,4,4,4,4,3,2,2,4,5,5,4,5,4,5,2,4,5,2,2
9506,4,4,3,3,2,4,4,4,3,3,4,4,3,2,2,3,3,2,4,2,3,3,3,4,3,4,4,4,4,4,5,3,3,3,3,1
5639,3,4,3,2,3,4,4,4,3,4,3,2,2,2,2,3,3,2,3,3,3,4,4,4,3,4,3,3,4,4,3,4,1,1,4,2
9921,4,3,5,5,4,5,5,5,5,4,1,2,1,2,2,4,3,2,3,4,4,4,5,2,4,5,5,5,4,4,2,4,2,2,2,2
7810,3,3,4,3,2,5,5,5,5,5,1,1,1,1,1,4,4,4,3,3,4,2,1,2,3,4,4,5,4,3,4,2,3,2,2,2
2470,3,4,3,3,3,5,4,4,4,4,2,3,3,2,2,4,4,4,4,4,4,2,2,2,2,4,4,4,3,4,4,4,4,3,4,2
1622,4,4,3,3,3,4,3,4,2,3,4,2,2,4,3,2,3,3,4,4,2,2,3,2,3,3,3,3,3,3,2,2,4,3,4,1
9312,3,2,5,4,4,5,4,5,4,5,2,1,1,2,1,4,4,5,4,4,2,2,2,2,2,5,4,4,5,4,4,2,4,4,1,1
3285,4,1,4,4,4,5,4,5,5,5,2,2,1,2,2,5,4,5,4,5,4,3,2,2,2,4,4,5,3,4,2,4,2,2,2,2
2292,3,4,4,3,2,4,4,4,4,4,2,2,3,2,2,4,4,4,4,4,4,2,2,2,2,4,2,2,4,2,4,4,2,2,4,1
4359,4,2,5,5,4,5,5,5,5,5,1,1,1,1,1,5,4,5,3,4,4,1,1,1,3,5,5,5,5,4,5,1,2,2,1,2
1441,3,3,5,2,1,4,3,4,4,4,2,2,2,2,1,2,4,2,4,2,2,4,1,4,4,5,5,2,5,3,5,3,1,1,3,1
3682,5,2,4,4,3,4,4,4,4,4,2,2,2,2,2,4,4,4,3,4,4,1,1,2,1,4,5,2,5,5,4,2,4,3,2,1
7232,4,2,4,3,2,4,4,5,5,4,1,2,2,1,2,4,4,4,4,3,3,2,3,2,3,5,4,5,5,5,4,2,2,3,2,2
8438,4,2,3,4,3,4,4,4,4,4,4,3,2,2,2,4,4,4,3,4,4,2,2,2,2,4,4,4,4,4,4,2,4,2,2,1
9258,2,4,3,3,2,,4,3,,,2,,,,,4,,,,4,,,2,,,5,4,,,,,,,5,,
6607,3,4,4,3,4,4,4,4,2,4,2,2,2,2,2,3,4,4,3,3,4,2,2,4,3,5,4,4,4,5,4,2,2,2,2,2
4348,4,2,5,4,4,3,4,4,5,5,2,2,2,2,2,4,5,5,4,4,4,1,2,1,2,5,4,4,4,4,4,2,4,2,2,1
5666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,5,4,5,4,2,5,5,5,5,4,1,2,1,2,1,4,4,5,4,5,2,2,1,2,2,5,4,5,5,4,5,2,2,1,1,2
5328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8184,4,2,4,4,2,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,4,1,2,1,1,5,5,5,5,5,5,1,1,4,1,2
7731,4,2,5,3,4,4,4,4,4,4,2,2,4,2,4,4,4,3,4,4,3,2,2,2,2,5,4,4,4,3,4,2,2,2,2,1
9756,4,4,4,3,4,4,4,4,4,4,4,2,2,3,2,4,3,3,3,3,4,2,2,2,3,5,5,4,4,3,3,2,2,2,2,2
2703,4,4,4,2,2,4,4,4,4,4,2,2,2,-99,2,4,4,4,2,4,4,3,4,4,3,4,4,4,4,4,4,3,4,2,2,2
2552,3,4,3,2,1,3,4,3,4,4,3,2,2,4,2,4,4,5,5,4,4,2,3,2,2,5,3,4,4,5,3,4,4,5,2,2
8029,4,3,4,4,2,5,3,5,3,5,3,2,3,3,1,5,4,4,2,3,4,3,4,4,4,5,4,4,4,5,4,2,4,5,4,2
4576,5,2,5,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,4,4,2,2,2,2,5,3,2,4,4,4,3,4,3,2,1
6948,3,4,4,3,2,5,5,5,5,5,1,1,1,1,1,5,5,4,3,5,3,4,4,2,1,4,3,5,3,2,2,5,4,5,1,2
